MATCH_ID,RANK_PLAYED_AT,T1P1NAME,T1P1RANK,T1P1CHAMPION,T1P1SPELL1,T1P1SPELL2,T1P1SUMMONERLEVEL,T1P1WINS,T1P1LOSSES,T1P1WINRATE,T1P1VETERAN,T1P1HOTSTREAK,T1P2NAME,T1P2RANK,T1P2CHAMPION,T1P2SPELL1,T1P2SPELL2,T1P2SUMMONERLEVEL,T1P2WINS,T1P2LOSSES,T1P2WINRATE,T1P2VETERAN,T1P2HOTSTREAK,T1P3NAME,T1P3RANK,T1P3CHAMPION,T1P3SPELL1,T1P3SPELL2,T1P3SUMMONERLEVEL,T1P3WINS,T1P3LOSSES,T1P3WINRATE,T1P3VETERAN,T1P3HOTSTREAK,T1P4NAME,T1P4RANK,T1P4CHAMPION,T1P4SPELL1,T1P4SPELL2,T1P4SUMMONERLEVEL,T1P4WINS,T1P4LOSSES,T1P4WINRATE,T1P4VETERAN,T1P4HOTSTREAK,T1P5NAME,T1P5RANK,T1P5CHAMPION,T1P5SPELL1,T1P5SPELL2,T1P5SUMMONERLEVEL,T1P5WINS,T1P5LOSSES,T1P5WINRATE,T1P5VETERAN,T1P5HOTSTREAK,T1Aatrox,T1Ahri,T1Akali,T1Akshan,T1Alistar,T1Amumu,T1Anivia,T1Annie,T1Aphelios,T1Ashe,T1AurelionSol,T1Azir,T1Bard,T1Blitzcrank,T1Brand,T1Braum,T1Caitlyn,T1Camille,T1Cassiopeia,T1Chogath,T1Corki,T1Darius,T1Diana,T1DrMundo,T1Draven,T1Ekko,T1Elise,T1Evelynn,T1Ezreal,T1FiddleSticks,T1Fiora,T1Fizz,T1Galio,T1Gangplank,T1Garen,T1Gnar,T1Gragas,T1Graves,T1Gwen,T1Hecarim,T1Heimerdinger,T1Illaoi,T1Irelia,T1Ivern,T1Janna,T1JarvanIV,T1Jax,T1Jayce,T1Jhin,T1Jinx,T1Kaisa,T1Kalista,T1Karma,T1Karthus,T1Kassadin,T1Katarina,T1Kayle,T1Kayn,T1Kennen,T1Khazix,T1Kindred,T1Kled,T1KogMaw,T1Leblanc,T1LeeSin,T1Leona,T1Lillia,T1Lissandra,T1Lucian,T1Lulu,T1Lux,T1Malphite,T1Malzahar,T1Maokai,T1MasterYi,T1MissFortune,T1MonkeyKing,T1Mordekaiser,T1Morgana,T1Nami,T1Nasus,T1Nautilus,T1Neeko,T1Nidalee,T1Nocturne,T1Nunu,T1Olaf,T1Orianna,T1Ornn,T1Pantheon,T1Poppy,T1Pyke,T1Qiyana,T1Quinn,T1Rakan,T1Rammus,T1RekSai,T1Rell,T1Renata,T1Renekton,T1Rengar,T1Riven,T1Rumble,T1Ryze,T1Samira,T1Sejuani,T1Senna,T1Seraphine,T1Sett,T1Shaco,T1Shen,T1Shyvana,T1Singed,T1Sion,T1Sivir,T1Skarner,T1Sona,T1Soraka,T1Swain,T1Sylas,T1Syndra,T1TahmKench,T1Taliyah,T1Talon,T1Taric,T1Teemo,T1Thresh,T1Tristana,T1Trundle,T1Tryndamere,T1TwistedFate,T1Twitch,T1Udyr,T1Urgot,T1Varus,T1Vayne,T1Veigar,T1Velkoz,T1Vex,T1Vi,T1Viego,T1Viktor,T1Vladimir,T1Volibear,T1Warwick,T1Xayah,T1Xerath,T1XinZhao,T1Yasuo,T1Yone,T1Yorick,T1Yuumi,T1Zac,T1Zed,T1Zeri,T1Ziggs,T1Zilean,T1Zoe,T1Zyra,T2P1NAME,T2P1RANK,T2P1CHAMPION,T2P1SPELL1,T2P1SPELL2,T2P1SUMMONERLEVEL,T2P1WINS,T2P1LOSSES,T2P1WINRATE,T2P1VETERAN,T2P1HOTSTREAK,T2P2NAME,T2P2RANK,T2P2CHAMPION,T2P2SPELL1,T2P2SPELL2,T2P2SUMMONERLEVEL,T2P2WINS,T2P2LOSSES,T2P2WINRATE,T2P2VETERAN,T2P2HOTSTREAK,T2P3NAME,T2P3RANK,T2P3CHAMPION,T2P3SPELL1,T2P3SPELL2,T2P3SUMMONERLEVEL,T2P3WINS,T2P3LOSSES,T2P3WINRATE,T2P3VETERAN,T2P3HOTSTREAK,T2P4NAME,T2P4RANK,T2P4CHAMPION,T2P4SPELL1,T2P4SPELL2,T2P4SUMMONERLEVEL,T2P4WINS,T2P4LOSSES,T2P4WINRATE,T2P4VETERAN,T2P4HOTSTREAK,T2P5NAME,T2P5RANK,T2P5CHAMPION,T2P5SPELL1,T2P5SPELL2,T2P5SUMMONERLEVEL,T2P5WINS,T2P5LOSSES,T2P5WINRATE,T2P5VETERAN,T2P5HOTSTREAK,T2Aatrox,T2Ahri,T2Akali,T2Akshan,T2Alistar,T2Amumu,T2Anivia,T2Annie,T2Aphelios,T2Ashe,T2AurelionSol,T2Azir,T2Bard,T2Blitzcrank,T2Brand,T2Braum,T2Caitlyn,T2Camille,T2Cassiopeia,T2Chogath,T2Corki,T2Darius,T2Diana,T2DrMundo,T2Draven,T2Ekko,T2Elise,T2Evelynn,T2Ezreal,T2FiddleSticks,T2Fiora,T2Fizz,T2Galio,T2Gangplank,T2Garen,T2Gnar,T2Gragas,T2Graves,T2Gwen,T2Hecarim,T2Heimerdinger,T2Illaoi,T2Irelia,T2Ivern,T2Janna,T2JarvanIV,T2Jax,T2Jayce,T2Jhin,T2Jinx,T2Kaisa,T2Kalista,T2Karma,T2Karthus,T2Kassadin,T2Katarina,T2Kayle,T2Kayn,T2Kennen,T2Khazix,T2Kindred,T2Kled,T2KogMaw,T2Leblanc,T2LeeSin,T2Leona,T2Lillia,T2Lissandra,T2Lucian,T2Lulu,T2Lux,T2Malphite,T2Malzahar,T2Maokai,T2MasterYi,T2MissFortune,T2MonkeyKing,T2Mordekaiser,T2Morgana,T2Nami,T2Nasus,T2Nautilus,T2Neeko,T2Nidalee,T2Nocturne,T2Nunu,T2Olaf,T2Orianna,T2Ornn,T2Pantheon,T2Poppy,T2Pyke,T2Qiyana,T2Quinn,T2Rakan,T2Rammus,T2RekSai,T2Rell,T2Renata,T2Renekton,T2Rengar,T2Riven,T2Rumble,T2Ryze,T2Samira,T2Sejuani,T2Senna,T2Seraphine,T2Sett,T2Shaco,T2Shen,T2Shyvana,T2Singed,T2Sion,T2Sivir,T2Skarner,T2Sona,T2Soraka,T2Swain,T2Sylas,T2Syndra,T2TahmKench,T2Taliyah,T2Talon,T2Taric,T2Teemo,T2Thresh,T2Tristana,T2Trundle,T2Tryndamere,T2TwistedFate,T2Twitch,T2Udyr,T2Urgot,T2Varus,T2Vayne,T2Veigar,T2Velkoz,T2Vex,T2Vi,T2Viego,T2Viktor,T2Vladimir,T2Volibear,T2Warwick,T2Xayah,T2Xerath,T2XinZhao,T2Yasuo,T2Yone,T2Yorick,T2Yuumi,T2Zac,T2Zed,T2Zeri,T2Ziggs,T2Zilean,T2Zoe,T2Zyra,WINNINGTEAM
NA1_4285497420,SILVER II,b'instaGram TheShy',12,Shyvana,12,14,239,29,28,0.50877,0,0,b'Jobr',13,Volibear,11,4,48,49,48,0.50515,0,0,b'Carchampron',11,Ashe,4,7,435,17,9,0.65385,0,0,b'SpinToWin hehexd',12,Katarina,14,4,67,20,6,0.76923,0,0,b'Blahblahlily',12,Renata,4,14,354,18,9,0.66667,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,b'xvwbfr',11,Sion,4,12,40,20,21,0.48780,0,0,b'Fruti Lupis Lord',11,Graves,4,11,47,23,17,0.57500,0,0,b'NGNL Holo',12,Irelia,4,14,78,16,24,0.40000,0,0,b'FengBaoYaoHuo',10,Veigar,7,4,448,21,24,0.46667,0,0,b'PureBiu',12,Poppy,4,14,249,1,10,0.09091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
NA1_4278771962,SILVER II,b'a2trejo',8,AurelionSol,14,4,317,114,119,0.48927,0,0,b'SniperVNA',9,Shaco,4,11,171,123,109,0.53017,0,0,b'DravenOneTrickss',10,Irelia,14,4,42,9,11,0.45000,0,0,b'TwistedFateAsADC',8,Sion,7,4,66,37,44,0.45679,0,0,b'oriellyautoparts',5,Soraka,3,4,154,18,23,0.43902,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,b'soggyfingers',8,Trundle,4,14,416,54,76,0.41538,0,0,b'Gnarlio',9,Warwick,4,11,189,235,231,0.50429,0,0,b'ydubloo',11,Garen,4,6,39,75,64,0.53957,0,0,b'Draeco',5,Veigar,3,4,356,5,8,0.38462,0,0,b'Prafet',8,Senna,4,7,646,164,162,0.50307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
NA1_4285984926,SILVER II,b'Logikoooo',10,Teemo,14,4,369,100,101,0.49751,0,0,b'Helmsmaster',9,Lillia,11,4,306,47,46,0.50538,0,0,b'No Queso',10,Vladimir,12,4,390,112,112,0.50000,0,0,b'HisLittleK1tten',11,Ezreal,4,7,325,106,90,0.54082,0,0,b'XJennJennX',11,Yuumi,3,14,432,235,229,0.50647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,b'LivFeedDieREPEAT',10,Urgot,4,14,510,179,162,0.52493,0,0,b'wiz and mac',10,Warwick,4,11,271,29,30,0.49153,0,0,b'StaticUnit',10,Velkoz,12,4,278,78,84,0.48148,0,0,b'Banrigh',9,Sivir,4,7,243,58,57,0.50435,0,0,b'back2bi',11,Ashe,14,4,70,189,178,0.51499,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
NA1_4285313854,SILVER II,b'Imagin3Wagon',11,Aatrox,14,4,555,201,200,0.50125,0,0,b'JokerS99',10,MasterYi,4,11,589,138,145,0.48763,0,0,b'BossOgg713',11,Sylas,14,4,246,140,135,0.50909,0,0,b'ChainsawDenji',10,Kaisa,4,7,208,79,61,0.56429,0,0,b'Ramun\xc3\xa9',10,Pyke,14,4,182,49,40,0.55056,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,b'Thee Creature',10,Ornn,12,4,418,76,85,0.47205,0,0,b'Trung V Tran',10,Volibear,11,4,45,67,70,0.48905,0,0,b'IBKAcer',10,Akali,4,14,195,66,57,0.53659,0,0,b'Major Mewtwo',10,MissFortune,4,7,259,99,102,0.49254,0,0,b'GiRKittY',10,Lulu,4,3,457,163,176,0.48083,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
NA1_4286363611,SILVER II,b'Karldoesdishes',11,Yone,14,4,394,201,203,0.49752,0,0,b'SEUNGBOOSA',9,Rammus,4,11,106,166,162,0.50610,0,0,b'bestlesserwraith',11,Brand,4,12,71,22,25,0.46809,0,0,b'Raian Shinpuson',12,Aphelios,7,4,708,331,346,0.48892,0,0,b'DCPLN',13,Alistar,14,4,109,246,245,0.50102,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,b'Z1CC',12,Vayne,6,4,181,102,113,0.47442,0,0,b'SystematicaIIy',12,Kayn,11,4,489,264,265,0.49905,0,0,b'Wang Leehom123',10,Sett,12,4,472,30,29,0.50847,0,0,b'Prototype True',12,Annie,14,4,45,38,38,0.50000,0,0,b'B4GEL',11,Nautilus,3,4,139,35,31,0.53030,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
NA1_4274886897,SILVER II,b'TheSauceBringer',8,Illaoi,4,12,275,25,29,0.46296,0,0,b'IPLAYLIKEPRO',9,Viego,11,4,176,59,47,0.55660,0,0,b'Nemesis21h',8,Ahri,4,14,48,13,14,0.48148,0,0,b'I am a Vayne ADC',10,Vayne,4,7,57,11,11,0.50000,0,0,b'Fear x Freeze',4,Zoe,4,14,148,7,4,0.63636,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,b'IWBO',10,Yorick,14,4,223,32,29,0.52459,0,0,b'MiyuIsla',11,Khazix,4,11,357,8,3,0.72727,0,0,b'Kayuski',6,Diana,14,4,157,12,13,0.48000,0,0,b'SilmyCool',10,Graves,4,3,33,7,8,0.46667,0,0,b'therapking1996',7,Syndra,14,4,71,20,23,0.46512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
NA1_4252822914,SILVER II,b'Jayrone',14,Nunu,11,4,343,107,98,0.52195,0,0,b'T\xc3\xa2y',15,Jinx,7,4,295,33,22,0.60000,0,0,b'Cw\xc3\xacs',12,Lux,12,4,366,18,21,0.46154,0,0,b'Teem4234',6,Blitzcrank,4,14,75,44,55,0.44444,0,0,b'WarlockWood',6,Shen,12,4,182,8,7,0.53333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,b'Mrlepandaa',13,Veigar,12,4,136,113,112,0.50222,0,0,b'Karthussy',10,Karthus,3,4,262,7,9,0.43750,0,0,b'XxKillingTime',7,Hecarim,6,11,86,38,37,0.50667,0,0,b'Unf0rs3en',10,Pantheon,4,14,129,12,18,0.40000,0,0,b'JJ BunkYIke',12,Sion,4,12,116,119,114,0.51073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
NA1_4286351320,SILVER II,b'ShallowSloth',10,Yorick,14,4,373,69,93,0.42593,0,0,b'Stabler0rca1',8,Nunu,11,4,242,146,134,0.52143,0,0,b'Sapphirius',12,Xerath,4,3,331,153,132,0.53684,0,0,b'cbesh',10,Lux,4,14,173,169,172,0.49560,0,0,b'bushisgay',10,Vayne,4,7,377,285,297,0.48969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,b'Arbiter008',12,Mordekaiser,4,12,654,121,95,0.56019,0,0,b'Supreme One Ainz',10,Kayn,11,4,187,64,68,0.48485,0,0,b'TopLabs',8,Yasuo,14,4,257,266,246,0.51953,0,0,b'\xc3\x87urly',12,Xayah,7,4,184,142,121,0.53992,0,0,b'bloodkiller100',8,Rakan,14,4,250,77,58,0.57037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2
NA1_4268143622,SILVER II,b'LP Pidgeot',11,Trundle,12,4,84,7,7,0.50000,0,0,b'superslamin',12,Nunu,11,4,174,44,59,0.42718,0,0,b'ShakesOfMilk',11,Anivia,4,14,164,10,5,0.66667,0,0,b'TheGirthiestWien',14,Lucian,4,7,312,38,49,0.43678,0,0,b'daddysemexi',11,Seraphine,3,4,352,6,12,0.33333,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,b'Dasofylakas',13,Quinn,14,4,314,26,31,0.45614,0,0,b'CheeseTheBush',11,Khazix,4,11,459,34,39,0.46575,0,0,b'Math3x3',13,Chogath,4,14,83,28,21,0.57143,0,0,b'iRocKnRoll',10,Tristana,7,4,88,3,7,0.30000,0,0,b'Now Im Angry',11,Sion,14,4,322,31,44,0.41333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
NA1_4276470764,SILVER II,b'sanguis',10,Sion,12,4,282,44,51,0.46316,0,0,b'Teemo Is Vegan ',10,Amumu,4,11,322,50,34,0.59524,0,0,b'mcavz',10,Leblanc,4,12,384,183,206,0.47044,0,0,b'EvilFalcon',9,MissFortune,4,7,523,162,164,0.49693,0,0,b'Archipels',10,Morgana,4,14,230,75,70,0.51724,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,b'mikeyW',12,Kayle,4,12,224,96,98,0.49485,0,0,b'LyingMoon',11,MasterYi,11,4,269,103,96,0.51759,0,0,b'XampleX',10,Ziggs,4,12,159,106,92,0.53535,0,0,b'\xc3\x89 O ALCOOL',10,Ashe,4,1,250,69,73,0.48592,0,0,b'GlowingFruit',10,Swain,14,4,265,99,90,0.52381,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
