MATCH_ID,P1NAME,P1RANK,P1CHAMPION,P1CHAMPIONID,P1SPELL1,P1SPELL2,P1SUMMONERLEVEL,P2NAME,P2RANK,P2CHAMPION,P2CHAMPIONID,P2SPELL1,P2SPELL2,P2SUMMONERLEVEL,P3NAME,P3RANK,P3CHAMPION,P3CHAMPIONID,P3SPELL1,P3SPELL2,P3SUMMONERLEVEL,P4NAME,P4RANK,P4CHAMPION,P4CHAMPIONID,P4SPELL1,P4SPELL2,P4SUMMONERLEVEL,P5NAME,P5RANK,P5CHAMPION,P5CHAMPIONID,P5SPELL1,P5SPELL2,P5SUMMONERLEVEL,P6NAME,P6RANK,P6CHAMPION,P6CHAMPIONID,P6SPELL1,P6SPELL2,P6SUMMONERLEVEL,P7NAME,P7RANK,P7CHAMPION,P7CHAMPIONID,P7SPELL1,P7SPELL2,P7SUMMONERLEVEL,P8NAME,P8RANK,P8CHAMPION,P8CHAMPIONID,P8SPELL1,P8SPELL2,P8SUMMONERLEVEL,P9NAME,P9RANK,P9CHAMPION,P9CHAMPIONID,P9SPELL1,P9SPELL2,P9SUMMONERLEVEL,P10NAME,P10RANK,P10CHAMPION,P10CHAMPIONID,P10SPELL1,P10SPELL2,P10SUMMONERLEVEL,WIN
NA1_4263005693,b'J\xc3\xbcdd',placehold,Riven,92,14,4,383,b'Einst',placehold,Viego,234,11,4,538,b'Paeris',placehold,Qiyana,246,14,4,251,b'Pogs',placehold,Zeri,221,7,4,473,b'wraith443',placehold,Renata,888,4,3,206,b'Terikuruzu',placehold,Jayce,126,12,4,346,b'dedmeam',placehold,Hecarim,120,11,6,156,b'Vetza',placehold,Azir,268,12,3,335,b'Stop troll supp',placehold,Ezreal,81,7,4,103,b'xlllllllx',placehold,Nasus,75,3,4,198,1
NA1_4266494945,b'GMajima',placehold,Shyvana,102,3,4,196,b'ablert',placehold,JarvanIV,59,4,11,315,b'MACHO GAY',placehold,Anivia,34,4,12,302,b'IllIlIlllIlll',placehold,Ezreal,81,4,3,78,b'd d dogsh',placehold,Janna,40,4,7,528,b'very scary dairy',placehold,Riven,92,14,4,27,b'Queen Evelynn',placehold,Evelynn,28,4,11,494,b'I Slayed That',placehold,Orianna,61,4,12,539,b'I Main Jhin',placehold,Samira,360,4,3,705,b'Lili',placehold,Ahri,103,4,14,571,1
NA1_4265687180,b'K\xc3\x84IS\xc3\x84',placehold,Gnar,150,4,12,513,b'vietta',placehold,Warwick,19,4,11,114,b'NA Aim',placehold,Sylas,517,14,4,823,b'terryta',placehold,Jinx,222,4,7,588,b'that1guy7546',placehold,Nautilus,111,14,4,425,b'Lifty',placehold,Irelia,39,4,14,613,b'CaptainMason',placehold,Volibear,106,11,4,329,b'Remiria',placehold,Sion,14,12,6,196,b'\xc5\xb8\xc3\x98N',placehold,Veigar,45,12,4,218,b'Arrior',placehold,Senna,235,4,3,299,1
NA1_4259079916,b'PONDEROUS SNAIL4',placehold,MasterYi,11,4,14,37,b'Legalist',placehold,Vi,254,11,4,316,b'Avada Kedavera',placehold,Lissandra,127,4,14,363,b'Tohm',placehold,Ashe,22,7,4,277,b'StrawberrySara',placehold,Soraka,16,4,14,326,b'Narkon',placehold,Chogath,31,12,4,344,b'Regulus',placehold,Udyr,77,4,11,349,b'Iyado',placehold,Yasuo,157,4,14,333,b'Ryzeini',placehold,Kaisa,145,4,21,314,b'Mouh',placehold,Blitzcrank,53,14,4,198,1
NA1_4266518336,b'Girls Love Rage',placehold,Camille,164,12,14,495,b'fill play3r',placehold,Graves,104,11,4,104,b'gosapogu',placehold,Zilean,26,12,4,380,b'I Am Perfection',placehold,Jhin,202,7,4,519,b'YoureAllCringe',placehold,Lux,99,4,14,323,b'Id Rim Irelia',placehold,Gnar,150,4,12,98,b'Lugh Tuatha D\xc3\xa9',placehold,Olaf,2,6,11,587,b'Brockhardt',placehold,Cassiopeia,69,4,14,617,b'aach1',placehold,MissFortune,21,4,7,338,b'TNTNightSurge0n',placehold,Lulu,117,14,4,222,0
NA1_4256392461,b'Shudddder',placehold,Lulu,117,4,7,472,b'SadChickenBoy',placehold,Chogath,31,32,4,262,b'jaybirdshaw',placehold,Nami,267,4,14,220,b'MarKush',placehold,Gangplank,41,4,3,374,b'Brian UwU',placehold,Neeko,518,32,4,342,b'SylethGrey',placehold,MissFortune,21,4,32,484,b'Tilted Panda',placehold,Akali,84,32,4,264,b'Sakura Cupcake',placehold,Morgana,25,13,4,307,b'Nongshim Nuguri',placehold,Syndra,134,14,4,160,b'Swollen Plums',placehold,Zoe,142,14,4,190,1
NA1_4266527750,b'only2gendersLMAO',placehold,Teemo,17,4,12,86,b'ChocolateHi',placehold,Khazix,121,4,11,158,b'd\xc3\xabpress\xc3\xabd',placehold,Galio,3,4,14,418,b'FriggenThisGuy',placehold,Samira,360,7,4,393,b'Modestsky',placehold,Pyke,555,4,14,338,b'Sit On Your Head',placehold,Yasuo,157,4,14,143,b'RI\xc5\x92',placehold,Amumu,32,4,11,380,b'SwordsoulofMoYe',placehold,Annie,1,14,4,477,b'FloppyFrance',placehold,Kaisa,145,4,7,272,b'scuti 21',placehold,Vex,711,4,14,323,1
NA1_4266573676,b'Incredible Pig',placehold,Fiora,114,12,4,118,b'I still promise',placehold,Nasus,75,11,4,439,b'YanFuaChan',placehold,Yasuo,157,14,4,144,b'St\xc3\xa5rry \xc5\xbbed',placehold,Rengar,107,4,14,330,b'InSide my Hole',placehold,Ivern,427,7,4,336,b'Doctor Shelly',placehold,Gwen,887,4,12,83,b'K\xc3\xbcgaTer\xc3\xb9nori',placehold,FiddleSticks,9,11,4,505,b'Vify',placehold,Ahri,103,4,14,392,b'kawaiighetto',placehold,Kaisa,145,3,4,439,b'JOANE',placehold,Lulu,117,4,14,375,0
NA1_4265627002,b'Ecco27',placehold,Ahri,103,4,14,162,b'DJ Ralphie D',placehold,Ahri,103,4,21,113,b'JGWentvvorth',placehold,Ahri,103,14,4,177,b'THOOOOOMAS',placehold,Ahri,103,12,4,261,b'RuneLite',placehold,Ahri,103,6,4,161,b'Killer Fruit',placehold,Evelynn,28,4,12,135,b'Demi Awake',placehold,Evelynn,28,14,4,64,b'f1orez',placehold,Evelynn,28,11,4,440,b'eeEvelynnn',placehold,Evelynn,28,7,4,320,b'TH\xc3\x80Y GI\xc3\x81O BA',placehold,Evelynn,28,4,14,352,1
NA1_4266540127,b'Hurikanez',placehold,Vayne,67,7,4,241,b'WizzleBear',placehold,LeeSin,64,11,4,567,b'\xc3\x9dURU',placehold,Tryndamere,23,4,14,494,b'RatEarl',placehold,Samira,360,4,3,46,b'Burritoboy25',placehold,Bard,432,4,14,111,b'xTy',placehold,Gangplank,41,4,12,186,b'beenomorph',placehold,Sejuani,113,4,11,516,b'Juicy Hooks',placehold,Yone,777,4,14,369,b'Kingrilz3rd',placehold,Jinx,222,7,4,368,b'MoMullen',placehold,Thresh,412,3,4,557,0
NA1_4266442486,b'610',placehold,Camille,164,14,4,219,b'I\xc3\xa4mBECOMEtheGAP',placehold,Shyvana,102,4,11,168,b'ShiroJoJo',placehold,Veigar,45,4,12,403,b'2ciyuanforever',placehold,Zeri,221,7,4,82,b'mighty93',placehold,Bard,432,14,4,334,b'kwrmly',placehold,Jayce,126,4,12,45,b'06042020',placehold,Diana,131,4,11,108,b'zendeptrai98',placehold,Yone,777,14,4,386,b'Per Se ComDalCom',placehold,Jinx,222,3,4,339,b'Djmilkandcookies',placehold,Soraka,16,7,4,262,0
NA1_4264233490,b'zgren shi ji lao',placehold,Galio,3,6,4,286,0
NA1_4266472391,b'Toon World',placehold,Braum,201,4,14,349,b'Swirk',placehold,Chogath,31,12,4,325,b'SmhincentXd',placehold,Nocturne,56,11,4,291,b'andy1',placehold,Kaisa,145,4,3,421,b'azuuu',placehold,Veigar,45,4,12,250,b'flamedav',placehold,Azir,268,4,1,650,b'Volte',placehold,Lucian,236,4,7,617,b'Masklink',placehold,Nami,267,4,14,504,b'StarFlash250',placehold,Kayn,141,11,4,474,b'Mirio',placehold,Gangplank,41,4,12,648,0
NA1_4266470966,b'Threehead69',placehold,Urgot,6,12,4,220,b'FatherLeslie',placehold,Evelynn,28,4,11,50,b'SADTOMSADJERRY',placehold,Ahri,103,4,14,29,b'sakjdnal',placehold,Lucian,236,7,4,140,b'shenmigaoshou',placehold,Renata,888,4,14,79,b'DaimondCrest',placehold,Yone,777,12,4,219,b'StabNoob',placehold,Irelia,39,14,4,86,b'NoLegion',placehold,Volibear,106,11,4,315,b'Trevor2k',placehold,Kaisa,145,7,4,224,b'BIGBEN67',placehold,Brand,63,4,14,355,1
NA1_4259280078,b'GANK T\xc3\x98P',placehold,Chogath,31,12,4,367,b'ADC G\xc3\x82P',placehold,XinZhao,5,11,4,90,b'Tzuyu Tw\xc4\xb1ce',placehold,Katarina,55,4,14,49,b'Wully',placehold,Xayah,498,4,7,214,b'Readthistwice',placehold,Bard,432,4,14,554,b'TheUltimateConor',placehold,Sion,14,4,12,263,b'Anx',placehold,LeeSin,64,4,11,788,b'Brendan Brendan',placehold,Viktor,112,4,14,406,b'Disrespectful',placehold,Veigar,45,12,4,608,b'Sterlunwheel',placehold,Malphite,54,14,4,294,1
NA1_4264201066,b'KurumaEbii',placehold,Jax,24,11,3,152,0
NA1_4263203367,b'jintothehoe',placehold,Jax,24,12,4,56,b'Boneless Ham',placehold,MonkeyKing,62,11,4,36,b'HoneyBeeCry',placehold,Akali,84,14,4,162,b'02345',placehold,Jinx,222,4,7,38,b'TheDesertedRose',placehold,Thresh,412,4,14,275,b'Barflyninja354',placehold,Volibear,106,4,14,243,b'M33 P4n',placehold,JarvanIV,59,11,4,63,b'eldr\xc3\xadn',placehold,Fizz,105,14,4,361,b'SK4diddle',placehold,Karthus,30,4,3,136,b'shadowwolf3723',placehold,Xerath,101,21,4,267,1
NA1_4266593658,b'Sile\xc3\xb1ce Suzuka',placehold,Zed,238,14,4,289,b'bowencccc',placehold,Zed,238,14,4,89,b'BLking',placehold,Zed,238,14,4,215,b'Thresh Is Gawd',placehold,Zed,238,14,4,113,b'CappedInSpandex',placehold,Zed,238,4,14,255,b'tahm clench',placehold,LeeSin,64,3,4,575,b'Hayley Kiyoko',placehold,LeeSin,64,4,14,217,b'nobodycaress',placehold,LeeSin,64,4,14,160,b'dichetdiiii',placehold,LeeSin,64,4,14,161,b'ArkangelImperius',placehold,LeeSin,64,3,4,321,1
NA1_4264787038,b'\xcb\x86MaoMao\xcb\x86',placehold,Camille,164,12,4,158,b'omegalul2g',placehold,MasterYi,11,11,4,441,b'Dementia Joe',placehold,Vex,711,4,14,77,b'ItZ Beedo',placehold,MissFortune,21,4,7,80,b'srisai',placehold,Nasus,75,14,4,558,b'Rengar N Bush',placehold,Shen,98,4,12,617,b'Gapped by Clown',placehold,Rengar,107,4,11,128,b'hi yerin its jui',placehold,Syndra,134,4,12,686,b'77 De Gou',placehold,Jinx,222,1,4,505,b'BaoBei 77',placehold,Yuumi,350,3,14,112,1
NA1_4266489194,b'Sn1prz',placehold,Riven,92,4,14,559,b'Wu Xing 2',placehold,Graves,104,4,11,105,b'Stomped',placehold,Vladimir,8,6,14,496,b'True V',placehold,Zeri,221,7,4,670,b'bombtruck457',placehold,Zilean,26,4,3,318,b'Lvl40BarbKing',placehold,Yone,777,12,4,58,b'TheJungleBoy',placehold,Diana,131,4,11,226,b'Phantix',placehold,Yasuo,157,4,14,521,b'neverlucky912',placehold,Varus,110,7,4,314,b'Forevermusical',placehold,MissFortune,21,14,4,463,1
NA1_4263328438,b'Get in the bag ',placehold,Neeko,518,4,21,943,b'PAWG GF',placehold,Darius,122,6,4,530,b'Beekay13',placehold,Zilean,26,6,4,453,b'MingMow',placehold,Viktor,112,4,32,66,b'APE OWO',placehold,Bard,432,32,4,40,b'TortoiseMage',placehold,Lillia,876,6,4,156,b'WackusB\xc3\xb6nkus',placehold,Vayne,67,1,4,343,b'Sanhuarou',placehold,Zyra,143,4,3,334,b'BruceWayne3o0',placehold,Garen,86,32,4,296,b'777Terrorblade',placehold,Pyke,555,4,32,185,1
NA1_4266280142,b'NiceWaffles',placehold,Aatrox,266,4,32,358,b'Jcutty',placehold,Singed,27,32,4,602,b'El Lombre',placehold,MasterYi,11,4,32,400,b'SDeprecation8man',placehold,MissFortune,21,4,3,257,b'ThisSexyBeast',placehold,Heimerdinger,74,4,7,443,b'Ares117NA',placehold,Blitzcrank,53,4,32,93,b'rach',placehold,Ziggs,115,4,32,549,b'Duan Fa Ruan Mei',placehold,Jayce,126,3,4,154,b'thegreathansel',placehold,FiddleSticks,9,4,32,232,b'DaddyBeezy',placehold,Zed,238,32,4,292,1
NA1_4266535279,b'Livio14',placehold,Diana,131,4,11,199,b'VaccineInjurYi',placehold,Rengar,107,12,14,231,b'Evaa Unit 00 ',placehold,Katarina,55,14,4,420,b'S12 C1 SLAYER XD',placehold,Ezreal,81,7,4,266,b'SwaggyJub',placehold,Twitch,29,14,4,241,b'ProtossPaul',placehold,Illaoi,420,4,12,111,b'LowSociety',placehold,Sion,14,4,11,186,b'antiblacteria',placehold,Akali,84,14,4,360,b'Birtch',placehold,Xayah,498,7,4,406,b'Visible',placehold,Blitzcrank,53,4,14,212,1
NA1_4263791019,b'Just Y\xc3\xb2u and Mi',placehold,Fiora,114,4,14,165,b'Shota Tag',placehold,Khazix,121,4,11,139,b'F4TE1',placehold,Kassadin,38,14,4,455,b'BlatantWintrader',placehold,Jinx,222,7,4,81,b'Delights Garden',placehold,Pyke,555,4,14,98,b'THE BLUE NINJA',placehold,Shen,98,14,4,557,b'Asesh',placehold,Sion,14,11,4,455,b'reAnchored',placehold,Viktor,112,4,6,635,b'xamexxelpro',placehold,Zeri,221,7,4,172,b'Wenisaydiste',placehold,Rakan,497,4,3,57,0
NA1_4266541843,b'N 5',placehold,Riven,92,14,4,468,b'COOKIE123',placehold,Kindred,203,4,11,74,b'wtsky',placehold,Vladimir,8,6,14,220,b'v\xc3\xa1le',placehold,Ashe,22,4,7,404,b'S0KI',placehold,Lulu,117,14,4,113,b'I Reincarnated',placehold,Fiora,114,4,14,352,b'shroy',placehold,Graves,104,11,4,322,b'Skittles2',placehold,Sylas,517,4,14,355,b'cao',placehold,Lucian,236,1,4,199,b'Lalo Salamanca',placehold,Renata,888,4,14,102,0
NA1_4266540645,b'CNMM',placehold,Kindred,203,11,4,356,b'Spr\xc3\xae\xc3\xb1g',placehold,Yone,777,4,14,289,b'Tha Prelude',placehold,Gnar,150,4,12,53,b'Sauron',placehold,Karthus,30,4,14,184,b'Synderal',placehold,Draven,119,4,1,83,b'vodka 1997',placehold,Kayn,141,11,4,472,b'benchen123456',placehold,Ezreal,81,7,4,488,b'TIFA OR TIGA',placehold,Vex,711,14,4,438,b'Dak Han Yum Cha',placehold,Karma,43,3,4,484,b'5972',placehold,Kalista,429,4,14,494,1
NA1_4264298118,b'ludyuren',placehold,Renata,888,4,14,166,b'ggttlplpO19',placehold,Sett,875,14,4,448,b'DrRoflstomp',placehold,Hecarim,120,6,11,342,b'EDG Clearlove11',placehold,Ahri,103,4,12,455,b'Uncle Roger O',placehold,Kaisa,145,3,4,679,b'Sakura David',placehold,Irelia,39,4,14,709,b'YuJiusama',placehold,Diana,131,4,11,145,b'a queer top',placehold,Lulu,117,4,3,366,b'HC0718',placehold,KogMaw,96,4,7,283,b'shadiaonidie',placehold,Nasus,75,4,12,251,0
NA1_4266437069,b'Mei You Qing Xu',placehold,Aatrox,266,14,4,594,b'lightrocket2',placehold,Kayn,141,4,11,740,b'HanBaKa',placehold,Ahri,103,4,14,526,b'Jaze',placehold,Zeri,221,7,4,626,b'Mowmix',placehold,Renata,888,4,14,815,b'Khmer 9',placehold,Gragas,79,4,12,188,b'Benefactor Sam',placehold,Graves,104,4,11,540,b'lemontartdreamer',placehold,Sylas,517,14,4,840,b'Dim Trident',placehold,Kaisa,145,4,7,309,b'RLpwns',placehold,Leona,89,4,14,523,1
NA1_4265407665,b'Bejjaniii',placehold,Jax,24,12,4,115,b'wefaqr',placehold,Viego,234,4,11,714,b'Iron Mage',placehold,Ahri,103,14,4,42,b'warcyclone',placehold,Xayah,498,4,7,670,b'MUSTACHEmanFIGHT',placehold,Taliyah,163,4,14,146,b'Topo',placehold,Ornn,516,12,4,836,b'Bu Shuo',placehold,Kindred,203,4,11,58,b'TwTv KoKooPuffs',placehold,Irelia,39,4,12,355,b'Big D Hashira  ',placehold,Seraphine,147,4,7,145,b'Pseudo',placehold,Leona,89,4,14,248,0
NA1_4266554512,b'Hailthelamps',placehold,TahmKench,223,12,4,441,b'CodeineAndSprite',placehold,Viego,234,11,4,236,b'Illeniyum',placehold,Yasuo,157,14,4,367,b'Gonff',placehold,Xerath,101,7,4,93,b'Kelpo',placehold,Pyke,555,14,4,341,b'Skei',placehold,Nasus,75,4,12,466,b'iGh0st',placehold,Zac,154,4,11,296,b'Theofanis',placehold,Qiyana,246,14,4,405,b'HibHib',placehold,Ezreal,81,4,7,299,b'want die',placehold,Renata,888,4,3,462,1
NA1_4266441087,b'Messages',placehold,Renekton,58,4,14,368,b'wefaqr',placehold,Graves,104,4,11,716,b'Shrimp Cpt',placehold,Rumble,68,14,4,217,b'Tempos Time',placehold,Sona,37,3,4,227,b'Swkeeee',placehold,Seraphine,147,7,4,830,b'TwTv KoKooPuffs',placehold,Camille,164,4,12,356,b'no invade pls',placehold,Diana,131,4,11,516,b'Quantum',placehold,Qiyana,246,4,14,572,b'itakute2',placehold,Yasuo,157,3,4,194,b'corejj cat',placehold,Rakan,497,4,14,170,0
