MATCH_ID,RANK_PLAYED_AT,T1P1NAME,T1P1RANK,T1P1CHAMPION,T1P1SPELL1,T1P1SPELL2,T1P1SUMMONERLEVEL,T1P1WINS,T1P1LOSSES,T1P1VETERAN,T1P1HOTSTREAK,T1P2NAME,T1P2RANK,T1P2CHAMPION,T1P2SPELL1,T1P2SPELL2,T1P2SUMMONERLEVEL,T1P2WINS,T1P2LOSSES,T1P2VETERAN,T1P2HOTSTREAK,T1P3NAME,T1P3RANK,T1P3CHAMPION,T1P3SPELL1,T1P3SPELL2,T1P3SUMMONERLEVEL,T1P3WINS,T1P3LOSSES,T1P3VETERAN,T1P3HOTSTREAK,T1P4NAME,T1P4RANK,T1P4CHAMPION,T1P4SPELL1,T1P4SPELL2,T1P4SUMMONERLEVEL,T1P4WINS,T1P4LOSSES,T1P4VETERAN,T1P4HOTSTREAK,T1P5NAME,T1P5RANK,T1P5CHAMPION,T1P5SPELL1,T1P5SPELL2,T1P5SUMMONERLEVEL,T1P5WINS,T1P5LOSSES,T1P5VETERAN,T1P5HOTSTREAK,T1Kayle,T1Jax,T1Diana,T1Yasuo,T1Aphelios,T1Senna,T1Sett,T1Warwick,T1MissFortune,T1Jhin,T1Soraka,T1Renekton,T1Fizz,T1Caitlyn,T1Leona,T1Ekko,T1Zed,T1Ashe,T1Rell,T1Yorick,T1Trundle,T1Qiyana,T1Velkoz,T1Gangplank,T1MonkeyKing,T1Shyvana,T1Akshan,T1Blitzcrank,T1Irelia,T1Taric,T1Ahri,T1Samira,T1Lux,T1Volibear,T1Akali,T1Twitch,T1Garen,T1Graves,T1Sylas,T1Draven,T1TahmKench,T1Veigar,T1Brand,T1Pantheon,T1Khazix,T1Vex,T1Pyke,T1Amumu,T1Katarina,T1Vayne,T1Shaco,T1Vi,T1Kaisa,T1Morgana,T1Illaoi,T1Nunu,T1Yone,T1Jinx,T1Braum,T1Nasus,T1Aatrox,T1Evelynn,T1Janna,T1Zeri,T1Darius,T1Leblanc,T1Tristana,T1Cassiopeia,T1Riven,T1Zoe,T1Malphite,T1Lucian,T1Lulu,T1Lillia,T1Fiora,T1Urgot,T1Orianna,T1Renata,T1Sion,T1Mordekaiser,T1Sona,T1Viego,T1Viktor,T1Xayah,T1Thresh,T1AurelionSol,T1Sivir,T1Nautilus,T1Chogath,T1Galio,T1Kassadin,T1Ziggs,T1Kled,T1Vladimir,T1Teemo,T1Neeko,T1Karthus,T1Ezreal,T1Gwen,T1Kayn,T1XinZhao,T1Nocturne,T1Zyra,T1Rammus,T1Camille,T1Xerath,T1Yuumi,T1Ornn,T1Skarner,T1Annie,T1Corki,T1Karma,T1Syndra,T1Varus,T1Talon,T1Shen,T1Udyr,T1Sejuani,T1Tryndamere,T1RekSai,T1Olaf,T1Nami,T1Taliyah,T1Nidalee,T1LeeSin,T1Alistar,T1Rengar,T1Swain,T1Poppy,T1Elise,T1Kennen,T1Seraphine,T1Kalista,T2P1NAME,T2P1RANK,T2P1CHAMPION,T2P1SPELL1,T2P1SPELL2,T2P1SUMMONERLEVEL,T2P1WINS,T2P1LOSSES,T2P1VETERAN,T2P1HOTSTREAK,T2P2NAME,T2P2RANK,T2P2CHAMPION,T2P2SPELL1,T2P2SPELL2,T2P2SUMMONERLEVEL,T2P2WINS,T2P2LOSSES,T2P2VETERAN,T2P2HOTSTREAK,T2P3NAME,T2P3RANK,T2P3CHAMPION,T2P3SPELL1,T2P3SPELL2,T2P3SUMMONERLEVEL,T2P3WINS,T2P3LOSSES,T2P3VETERAN,T2P3HOTSTREAK,T2P4NAME,T2P4RANK,T2P4CHAMPION,T2P4SPELL1,T2P4SPELL2,T2P4SUMMONERLEVEL,T2P4WINS,T2P4LOSSES,T2P4VETERAN,T2P4HOTSTREAK,T2P5NAME,T2P5RANK,T2P5CHAMPION,T2P5SPELL1,T2P5SPELL2,T2P5SUMMONERLEVEL,T2P5WINS,T2P5LOSSES,T2P5VETERAN,T2P5HOTSTREAK,T2Kayle,T2Jax,T2Diana,T2Yasuo,T2Aphelios,T2Senna,T2Sett,T2Warwick,T2MissFortune,T2Jhin,T2Soraka,T2Renekton,T2Fizz,T2Caitlyn,T2Leona,T2Ekko,T2Zed,T2Ashe,T2Rell,T2Yorick,T2Trundle,T2Qiyana,T2Velkoz,T2Gangplank,T2MonkeyKing,T2Shyvana,T2Akshan,T2Blitzcrank,T2Irelia,T2Taric,T2Ahri,T2Samira,T2Lux,T2Volibear,T2Akali,T2Twitch,T2Garen,T2Graves,T2Sylas,T2Draven,T2TahmKench,T2Veigar,T2Brand,T2Pantheon,T2Khazix,T2Vex,T2Pyke,T2Amumu,T2Katarina,T2Vayne,T2Shaco,T2Vi,T2Kaisa,T2Morgana,T2Illaoi,T2Nunu,T2Yone,T2Jinx,T2Braum,T2Nasus,T2Aatrox,T2Evelynn,T2Janna,T2Zeri,T2Darius,T2Leblanc,T2Tristana,T2Cassiopeia,T2Riven,T2Zoe,T2Malphite,T2Lucian,T2Lulu,T2Lillia,T2Fiora,T2Urgot,T2Orianna,T2Renata,T2Sion,T2Mordekaiser,T2Sona,T2Viego,T2Viktor,T2Xayah,T2Thresh,T2AurelionSol,T2Sivir,T2Nautilus,T2Chogath,T2Galio,T2Kassadin,T2Ziggs,T2Kled,T2Vladimir,T2Teemo,T2Neeko,T2Karthus,T2Ezreal,T2Gwen,T2Kayn,T2XinZhao,T2Nocturne,T2Zyra,T2Rammus,T2Camille,T2Xerath,T2Yuumi,T2Ornn,T2Skarner,T2Annie,T2Corki,T2Karma,T2Syndra,T2Varus,T2Talon,T2Shen,T2Udyr,T2Sejuani,T2Tryndamere,T2RekSai,T2Olaf,T2Nami,T2Taliyah,T2Nidalee,T2LeeSin,T2Alistar,T2Rengar,T2Swain,T2Poppy,T2Elise,T2Kennen,T2Seraphine,T2Kalista,WINNINGTEAM
NA1_4258518395,SILVER II,b'Qwarkeyy',11,Fiora,14,4,60,22,26,0,0,b'Smeefz',14,Vi,4,11,99,195,182,0,0,b'zsxuwzpb',12,Sylas,14,4,64,42,62,0,0,b'Samuroid',10,Vayne,7,4,182,10,12,0,0,b'CptCupCakez',11,Pyke,4,14,247,19,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,b'Dare 47',12,Sett,14,4,82,25,22,0,0,b'Guttie',13,Volibear,4,11,112,97,76,0,0,b'BorisBlyat',15,Ekko,4,12,580,111,108,0,0,b'Fioutinhirea',11,Ashe,4,7,36,26,21,0,0,b'DoubleDinks',12,Senna,4,3,113,52,53,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
NA1_4285933518,SILVER II,b'ZaidEmperor',10,Urgot,4,14,172,33,29,0,0,b'HoneyNutrageous',10,Vi,4,11,57,23,13,0,0,b'Mrs Pearl',12,Orianna,12,4,333,112,100,0,0,b'Tizull',12,Samira,7,4,294,160,156,0,0,b'TriEdge3',9,Renata,4,14,253,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,b'Doctor Spacer',11,Sion,12,4,43,9,8,0,0,b'Vetch',13,Mordekaiser,4,11,274,201,184,0,0,b'Thicc Squirtle',11,Garen,14,4,42,15,14,0,0,b'Davinci31',11,Lucian,7,4,368,65,53,0,0,b'Ms Toxic',12,Sona,4,14,408,258,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
NA1_4285568753,SILVER IV,b'friedchickenlul',8,Amumu,12,4,87,322,350,0,0,b'Rpstar',8,Shyvana,14,11,271,87,64,0,0,b'SirNutsAlot925',8,Akali,14,4,221,45,54,0,0,b'FearTheDots',7,Tristana,4,7,85,29,18,0,0,b'Kiora13',8,Lux,14,4,204,79,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,b'Logan FM',8,Nasus,6,4,88,91,89,0,0,b'Ta Thi Bua',8,Viego,11,4,52,59,53,0,0,b'SK4diddle',8,Viktor,4,12,158,87,83,0,0,b'SolidWater3',8,Xayah,4,12,83,114,109,0,0,b'Awetistick',8,Thresh,4,14,106,93,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
NA1_4242440159,GOLD I,b'Jaksta',12,Urgot,4,12,421,224,224,0,0,b'sparda1345',15,Shaco,11,14,165,88,67,0,0,b'Fire SOL',13,AurelionSol,6,14,393,133,124,0,0,b'Harukon',15,Sivir,3,4,66,24,18,0,0,b'Kuutliel',10,Nautilus,14,4,288,153,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,b'eMAg1NAry',12,Chogath,4,12,268,399,409,0,0,b'The Infam0u5',15,Lillia,11,4,68,125,125,0,0,b'Tygs',15,Yasuo,14,4,293,99,100,0,0,b'2Riptide2',13,Jhin,7,4,299,73,55,0,0,b'savageatknightt',13,Galio,14,4,61,14,24,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
NA1_4285680580,GOLD I,b'AkaBot',16,Kled,3,14,362,350,354,0,0,b'rushberry',15,Shyvana,14,11,43,84,75,0,0,b'Kazdad',16,Vladimir,4,6,298,284,270,0,0,b'RainingDaisies',15,Jhin,4,7,293,49,32,0,0,b'Mementoe',15,Teemo,4,14,526,54,35,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,b'AdwardAllan1',11,Yorick,4,12,45,62,55,0,0,b'SG Thisguy',15,Shaco,11,14,345,116,123,0,0,b'lsp QwQ',15,Kassadin,4,14,312,15,12,0,0,b'AlfredoPasta',12,Veigar,4,12,399,33,33,0,0,b'Oaka',16,Ziggs,4,7,596,215,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
NA1_4285595649,GOLD I,b'Neapz',11,Darius,6,4,373,33,35,0,0,b'Jman1269',12,Karthus,3,11,246,51,40,0,0,b'TopRamenFrenzy',14,Akali,14,4,465,65,61,0,0,b'Shyone39476',11,Ezreal,4,7,281,103,101,0,0,b'MythicalBuffalo',15,Blitzcrank,4,3,352,118,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,b'AdyTheDragon',15,Volibear,12,4,325,96,82,0,0,b'Menelduin',13,Twitch,11,4,109,83,75,0,0,b'DragonSlayer20k',9,Pyke,4,14,279,26,22,0,0,b'Rique',11,Neeko,4,14,217,151,142,0,0,b'Thats not meta',15,Lux,7,4,473,75,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
NA1_4285858183,GOLD II,b'Marcitos',8,Sion,12,4,488,7,4,0,0,b'xSh4d0W',15,Khazix,11,4,604,220,242,0,0,b'TIASLMP',13,Ahri,4,14,86,53,51,0,0,b'Excusez moii',11,Zeri,7,4,216,164,168,0,0,b'ooCRIMEoo',12,Lux,4,14,574,28,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,b'Dangarangarang',16,Gwen,6,12,278,27,21,0,0,b'DarkMaster247',12,Kayn,4,11,277,53,50,0,0,b'wulfpuppy',17,Yasuo,14,4,468,64,67,0,0,b'Literal McPick2',12,Draven,4,3,328,23,26,0,0,b'Ichigodayo',14,Sylas,14,4,477,78,80,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
NA1_4286108177,GOLD II,b'FuhrerMax13579',16,Darius,4,6,115,142,127,0,0,b'Kunta Kingdom',14,Diana,11,4,399,44,40,0,0,b'Integration',16,Qiyana,14,4,319,183,215,0,0,b'riven dif',13,Sivir,4,7,59,12,24,0,0,b'BothDadsLoveMe',15,Pyke,14,4,423,44,47,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,b'Giao 0u0 Giao',14,XinZhao,14,4,231,14,17,0,0,b'C0NCRETE JUNGLER',14,Nocturne,11,4,107,39,32,0,0,b'Mid4F\xc3\xbcn',15,Katarina,4,14,45,94,89,0,0,b'AltxD',15,MissFortune,4,7,453,173,135,0,0,b'Monsta Moo',14,Zyra,4,14,492,187,187,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
NA1_4285761110,GOLD II,b'UsingTheBush',14,Urgot,4,12,171,48,37,0,0,b'MuseDashLover',14,Rammus,4,11,366,56,38,0,0,b'Vrenetix',14,Akshan,4,14,286,43,52,0,0,b'70ice70sugar',13,Ezreal,7,4,288,56,56,0,0,b'LvnkeyKing',14,Brand,3,4,142,260,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,b'DaYeetGirl',15,Garen,4,14,169,356,343,0,0,b'Axiomocity',16,Diana,11,4,164,143,142,0,0,b'Knives For Legs',16,Camille,4,14,358,125,96,0,0,b'Manic Demise',13,Samira,4,7,614,313,314,0,0,b'Zeri Jerry',14,Xerath,3,4,174,123,121,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
NA1_4284129711,GOLD III,b'Mr HeartIess',13,Sion,4,12,267,56,52,0,0,b'JakeTheSnik2',14,Ornn,11,4,52,114,115,0,0,b'About72Ninjas',15,Brand,4,14,158,188,153,0,0,b'LoneW',15,Jinx,7,4,265,144,157,0,0,b'6F5 Rows for CSU',13,Lux,14,4,291,54,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,b'jeonyeobeen',13,Vayne,4,12,156,84,76,0,0,b'407 Banana',14,Lillia,11,4,88,211,195,0,0,b'Jpucc',12,Twitch,4,14,119,34,24,0,0,b'I Cant Do Damage',14,Ezreal,7,4,124,64,63,0,0,b'Nurse Nora',13,Yuumi,14,3,126,90,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
NA1_4275725077,GOLD III,b'SMinMaster',13,Malphite,4,12,332,277,276,0,0,b'Booty Snatcher',14,Skarner,4,11,137,87,103,0,0,b'Hey Kimchi See',15,Ahri,14,4,67,38,34,0,0,b'Limace',14,Jinx,4,7,239,82,76,0,0,b'Kittys Journey',13,Yuumi,3,14,59,23,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,b'ShadowMetaWolf',14,Warwick,21,4,621,87,91,0,0,b'zekkwin',12,Graves,11,4,312,362,360,0,0,b'300 RMB IN MT',13,MonkeyKing,14,4,105,85,77,0,0,b'William OAO',13,Kaisa,4,7,217,45,50,0,0,b'theres a lantern',13,Leona,4,3,193,125,101,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
NA1_4229231140,GOLD III,b'Merebenda',12,Yone,4,12,74,46,44,0,0,b'Lappie',11,Vi,11,4,117,59,45,0,0,b'SuperSweetBro',12,Annie,14,4,134,84,82,0,0,b'Ruileon',13,Senna,4,7,75,88,86,0,0,b'Jay Tone',12,Renata,14,4,191,35,34,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,b'CTWOFTHELEAF',12,Ornn,12,4,437,160,158,0,0,b'sdfdsfsa',12,Shyvana,14,11,264,82,97,0,0,b'IcePlex',13,Akshan,14,4,206,195,183,0,0,b'glizzygoober',12,Jhin,4,7,283,203,192,0,0,b'Aikra',13,Soraka,21,4,268,289,287,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
